Date,Close,High,Low,Open,Volume,Log_Return
2010-01-04,56.80190659,56.81511872,55.81743854,55.81743854,209200,
2010-01-05,57.38333511,57.40315584,56.64993801,56.84815535,182600,0.0101840403
2010-01-06,58.04406357,58.14317226,57.23798696,57.33048706,191300,0.0114485067
2010-01-07,57.90530396,58.00441263,57.36351559,57.85244532,138100,-0.00239345297
2010-01-08,58.34138107,58.34798462,57.54190814,57.73351689,103400,0.00750265117
2010-01-11,58.29514313,58.92282312,57.82602898,58.86335589,202800,-0.000792855382
2010-01-12,57.3767395,57.76656568,57.1388857,57.55513616,173600,-0.0158797956
2010-01-13,57.66744232,57.79958889,56.61029497,57.45601285,194900,0.00505377037
2010-01-14,57.82602692,57.99120639,57.4692437,57.64763531,104400,0.00274621059
2010-01-15,57.35690689,57.86566239,56.96047724,57.71369508,178300,-0.00814569666
2010-01-19,57.89210892,57.91853824,57.07281503,57.23139096,164000,0.00928781682
2010-01-20,56.94066238,57.23137984,56.5045862,57.23137984,198300,-0.0165713724
2010-01-21,55.82406235,57.1388948,55.73156223,57.03978609,194000,-0.0198047135
2010-01-22,54.47617722,55.88350927,54.36385641,55.50029176,277500,-0.0244415105
2010-01-25,54.89243317,55.40779222,54.71403655,54.88582458,173900,0.00761201883
2010-01-26,54.54226685,55.38137639,54.17886997,54.47619102,190200,-0.00639957008
2010-01-27,54.21850204,54.8395784,53.42564269,54.45636086,218600,-0.00595372322
2010-01-28,53.68331528,54.76689195,52.9829561,54.5752832,273300,-0.00991996557
2010-01-29,52.72528458,54.52904142,52.41474639,54.12600314,223400,-0.018007127
2010-02-01,54.31761551,54.37708274,53.2010007,53.2010007,168600,0.0297534615
2010-02-02,55.19636917,55.19636917,54.17886309,54.58850997,222100,0.0160485901
2010-02-03,54.66780472,55.36156062,54.48941308,54.93870151,159900,-0.00962221828
2010-02-04,52.36850357,54.12601061,52.32885707,54.09297774,213200,-0.0429696232
2010-02-05,52.27599335,52.53367288,50.83562836,52.30902621,487200,-0.00176808624
2010-02-08,51.86634827,52.9697458,51.86634827,52.29581585,175900,-0.00786706323
2010-02-09,52.93669891,53.57759079,52.41473138,52.52705216,232900,0.0204266554
2010-02-10,52.75832367,53.05564975,51.91921415,52.9697532,228300,-0.00337528503
2010-02-11,53.67670441,53.70974231,52.45437767,52.68562786,132800,0.0172575429
2010-02-12,53.55779648,53.59744298,52.65921965,53.09529592,197800,-0.00221771867
2010-02-16,54.85279465,54.99815338,54.23172329,54.41672348,200000,0.0238917574
2010-02-17,54.76688004,55.11705955,54.42991266,55.0179509,187000,-0.00156750382
2010-02-18,55.09061813,55.20294393,54.44311787,54.68758009,125100,0.00589379953
2010-02-19,55.28887558,55.46066365,54.70083704,54.90565798,132600,0.00359229152
2010-02-22,54.51582718,55.46065384,54.42993064,55.46065384,149700,-0.0140806569
2010-02-23,53.56439209,54.39028934,53.3860005,54.30439784,166700,-0.0176065458
2010-02-24,53.90135956,54.11278905,53.42564193,53.65689216,145200,0.00627118068
2010-02-25,53.91457367,53.94761158,52.6922467,53.13492643,207700,0.000245123536
2010-02-26,54.00708008,54.19868888,53.5974382,54.02690081,143200,0.00171432568
2010-03-01,54.60834122,54.6810206,54.33084088,54.35066161,142700,0.0110714901
2010-03-02,55.08403015,55.44081827,54.83295423,54.90563357,244700,0.00867319961
2010-03-03,55.2690506,55.74476827,55.24922987,55.32851279,160300,0.00335324794
2010-03-04,55.01136398,55.53993518,54.74707586,55.34172287,112700,-0.00467330641
2010-03-05,55.99584198,56.02887989,55.46066209,55.46726564,84000,0.0177376559
2010-03-08,55.94297409,56.26672944,55.68529456,56.12797427,61800,-0.000944585537
2010-03-09,55.96939468,56.26011208,55.65885656,55.65885656,112000,0.00047216575
2010-03-10,56.38568878,56.51122685,55.77782925,55.99586746,101200,0.00741036347
2010-03-11,56.35263824,56.41870904,56.0751379,56.27335027,86500,-0.000586323018
2010-03-12,56.41210175,56.70942787,56.13460139,56.70281928,79500,0.00105464716
2010-03-15,55.76458359,56.22047544,55.26904524,56.22047544,93400,-0.0115447403
2010-03-16,56.31297684,56.3460097,55.70511267,56.08172159,78900,0.00978603788
2010-03-17,56.84815216,57.17190243,56.48475541,56.55082617,106000,0.00945871287
2010-03-18,55.99584198,56.95388092,55.7381624,56.92084805,87300,-0.0151062783
2010-03-19,55.25583267,56.18744727,54.79333219,55.25583267,328800,-0.0133035341
2010-03-22,55.18315887,55.33512622,54.37047865,54.68762043,113800,-0.00131608967
2010-03-23,55.44085693,55.45406908,54.96513911,55.28228096,99200,0.00465899784
2010-03-24,55.12368011,55.57296837,54.96510927,55.09064221,175300,-0.00573742173
2010-03-25,54.16564178,55.58618087,54.11278316,55.50689797,125200,-0.017532598
2010-03-26,54.18545914,54.53563871,53.8484917,54.33081784,87800,0.000365798822
2010-03-29,55.20296097,55.26903172,54.46956398,54.49599329,84200,0.0186040017
2010-03-30,55.23600006,55.33510873,54.93207052,55.315288,56300,0.000598323159
2010-03-31,55.50688934,55.7711774,55.14349263,55.27563918,79300,0.00489222963
2010-04-01,56.52440643,56.61029793,55.94958017,55.94958017,94600,0.0181653718
2010-04-05,57.56833649,57.6344123,56.7688686,56.90761873,139800,0.0183001856
2010-04-06,57.61460114,57.78638921,57.29745935,57.42299737,67300,0.000803324726
2010-04-07,57.0728035,57.51548827,56.75566177,57.51548827,135600,-0.00944832033
2010-04-08,57.32386017,57.43618095,56.39224594,56.73582191,90700,0.0043892377
2010-04-09,57.88548279,57.93173283,57.58155323,57.6410154,75900,0.00974967922
2010-04-12,58.04406357,58.3744225,57.85906337,57.90531342,123300,0.00273581471
2010-04-13,57.77317047,58.05067076,57.25120276,57.97799139,73800,-0.00467794958
2010-04-14,58.38100052,58.40082124,57.65421225,58.0902832,111900,0.0104660141
2010-04-15,58.47352219,58.65852235,58.2620927,58.36780492,106700,0.00158353626
2010-04-16,57.53527832,58.38099587,57.15206098,58.16956648,140200,-0.0161757439
2010-04-19,57.53527832,57.54849045,56.81509366,57.06616952,105800,0
2010-04-20,58.69815445,58.83690959,57.94493672,57.94493672,103100,0.0200099903
2010-04-21,58.59906006,58.98888112,58.19602182,58.73120159,93100,-0.00168962946
2010-04-22,58.69155884,58.73120029,57.71369435,58.14977049,95700,0.00157725826
2010-04-23,60.0724678,60.0724678,58.73121133,58.73781992,176500,0.0232557154
2010-04-26,59.86104202,60.27729753,59.82800915,60.15175952,237100,-0.00352572022
2010-04-27,58.12996292,59.95354069,58.03085423,59.55711096,348000,-0.0293446661
2010-04-28,58.71798706,58.88977004,57.97798138,58.51976972,181800,0.0100648596
2010-04-29,58.72459412,59.39192048,58.38102309,59.0945995,168600,0.000112515505
2010-04-30,57.99118805,58.87655235,57.64100849,58.83030232,190000,-0.0125675501
2010-05-03,58.57264328,59.02193166,57.53531637,58.2753172,255100,0.00997668054
2010-05-04,57.03314972,57.87225895,56.49136143,57.87225895,221700,-0.0266350765
