Date,Close,High,Low,Open,Volume,Log_Return
2010-01-04,78.31554413,78.31554413,76.46673528,76.5406865,19710,
2010-01-05,81.64337921,81.64337921,78.38947533,78.46342654,117340,0.0416146252
2010-01-06,81.56945801,82.82664591,81.4215499,81.79131171,112510,-0.000905825913
2010-01-07,81.93920898,82.75268374,81.19968546,82.08711143,56540,0.00452271569
2010-01-08,83.41825867,83.86197167,82.38292457,82.53082702,45760,0.0178895958
2010-01-11,83.56615448,84.82334216,83.56615448,84.45358041,36660,0.00177137313
2010-01-12,80.68202209,83.12245219,80.4601684,82.60478229,68800,-0.0351228115
2010-01-13,80.90387726,81.71735203,79.27692207,81.05177971,51300,0.00274597355
2010-01-14,78.01973724,82.60478116,76.91045188,81.34759333,131800,-0.0362999132
2010-01-15,74.39607239,77.50207487,74.39607239,77.28021553,75440,-0.0475586863
2010-01-19,74.32211304,74.39606426,72.84306601,73.87840006,60140,-0.000994624248
2010-01-20,71.3640213,73.21283014,70.92030831,72.99097083,115160,-0.0406146867
2010-01-21,69.44125366,72.39934749,69.14544315,72.10353698,79090,-0.0273127149
2010-01-22,65.66968536,68.70173041,65.15201556,68.4059199,86060,-0.0558437151
2010-01-25,67.59244537,68.62777935,66.7789707,67.81429903,44630,0.028858813
2010-01-26,67.81430817,69.36731216,66.70502283,67.2226927,41720,0.00327698561
2010-01-27,66.85292816,68.33197522,65.22597301,68.33197522,56620,-0.014278103
2010-01-28,65.96549988,67.66640634,64.9301714,67.66640634,25570,-0.0133632283
2010-01-29,64.8562088,67.29663861,64.1166853,65.96549405,35120,-0.0169592291
2010-02-01,66.63105774,66.85291702,65.52177263,65.81758312,27360,0.0269981541
2010-02-02,67.66640472,68.11011773,66.33526008,67.1487405,24380,0.015419018
2010-02-03,67.74034882,68.47987229,67.51849516,68.03615933,23490,0.00109217742
2010-02-04,63.37715912,66.63106351,63.22925668,66.5571123,42480,-0.0665784664
2010-02-05,63.45111465,63.74691952,61.15858743,62.85949363,49740,0.00116623119
2010-02-08,60.9367485,62.85950882,60.9367485,62.71160635,19680,-0.040433345
2010-02-09,62.48973846,63.59902376,62.04602547,62.85950023,45830,0.0251659422
2010-02-10,60.86278915,62.11997691,59.97535753,62.04602568,50560,-0.0263803863
2010-02-11,62.63764954,62.71160641,60.3451274,61.30651038,62930,0.0287445552
2010-02-12,61.602314,62.26788068,59.5316458,61.08464412,54050,-0.0166670929
2010-02-16,64.56039429,64.6343455,61.97206242,62.41577532,49020,0.0469016965
2010-02-17,63.74692535,65.00411873,63.22926115,65.00411873,27340,-0.0126801781
2010-02-18,63.8948288,64.11668245,63.22925655,63.52506706,9930,0.00231747847
2010-02-19,61.82416916,62.63764396,61.38045615,62.63764396,33340,-0.0329440569
2010-02-22,61.01068497,62.26787258,60.71487446,62.11997015,57620,-0.0132453625
2010-02-23,58.86606598,60.27116167,58.42235303,60.19721046,57570,-0.035784217
2010-02-24,57.90468597,59.23582474,57.31306498,58.94001425,66850,-0.0164664817
2010-02-25,57.534935,57.534935,55.83402856,56.72145457,41790,-0.00640598501
2010-02-26,57.38702393,58.05259622,56.94331094,57.68283446,12400,-0.00257411473
2010-03-01,57.09121704,58.57026417,56.94331458,58.57026417,37290,-0.00516792607
2010-03-02,57.75677872,58.42235093,57.0912065,57.23911457,41570,0.0115904352
2010-03-03,59.82745743,60.64093222,59.30978755,59.30978755,71440,0.035223987
2010-03-04,60.27116776,61.2325506,59.97535721,61.01069129,46380,0.00738913281
2010-03-05,61.52836609,61.52836609,60.49303748,60.64093996,28820,0.020644463
2010-03-08,61.15858459,61.67625437,60.56696924,61.38044388,30970,-0.00602806756
2010-03-09,60.34512329,60.78883631,59.75350781,60.41907452,43020,-0.013390101
2010-03-10,62.11997604,62.19392727,60.49302655,60.49302655,56430,0.0289874755
2010-03-11,62.26788712,62.48974646,61.23255855,61.97208218,49630,0.00237822466
2010-03-12,63.08135223,63.22925467,62.56368244,62.85949294,44810,0.0129793614
2010-03-15,61.75020981,63.15530553,61.52835051,62.63763572,44740,-0.0213278255
2010-03-16,62.11997604,62.41578658,61.45440374,61.9720736,131570,0.00597023943
2010-03-17,62.34183121,62.78554416,62.11997191,62.78554416,46630,0.00356503579
2010-03-18,60.86278915,62.19392813,60.64092984,61.75021514,52180,-0.024010676
2010-03-19,59.90140533,60.64092886,59.16188181,59.90140533,39730,-0.0159220062
2010-03-22,59.53164291,59.53164291,58.2744552,59.16188116,37460,-0.00619198132
2010-03-23,60.56697464,60.56697464,59.30978133,59.38373819,20050,0.0172417867
2010-03-24,60.27116776,60.71488075,59.90140599,60.64092952,18060,-0.00489592888
2010-03-25,60.27116776,61.67626359,60.12326531,61.01069129,44120,0
2010-03-26,62.11997604,62.34183536,60.71488022,60.71488022,78470,0.0302137699
2010-03-29,63.22925568,63.22925568,62.11997049,62.19392171,41980,0.0176994877
2010-03-30,63.37715912,63.45111598,62.11997148,62.93344617,41550,0.00233642995
2010-03-31,63.30321503,63.59902558,62.85950202,63.52507435,36140,-0.00116741209
2010-04-01,63.45111465,63.8948276,62.93344485,63.74691952,24340,0.00233364328
2010-04-05,63.45111465,63.67296831,62.85949363,63.59901709,23840,0
2010-04-06,63.15530777,63.22925899,62.78554602,62.85949724,40510,-0.00467286599
2010-04-07,64.8562088,65.15201933,63.52506988,63.96878286,103670,0.0265757517
2010-04-08,64.8562088,64.8562088,63.45111866,63.82088041,61390,0
2010-04-09,63.96877289,65.44781966,63.96877289,65.15200918,28700,-0.0137776065
2010-04-12,64.70829773,65.37386992,64.33853603,64.63434652,24920,0.0114944019
2010-04-13,65.15201569,65.59572863,64.78225396,65.4478262,19780,0.00683379967
2010-04-14,66.26130676,66.5571173,65.37388079,65.44783201,40190,0.0168828762
2010-04-15,67.37059021,67.44454143,65.81759198,66.11340251,40610,0.0166024572
2010-04-16,63.8208847,67.00083259,63.59902538,67.00083259,109310,-0.0541280924
2010-04-19,62.71158981,63.30320518,61.75020709,62.78554103,47560,-0.0175342072
2010-04-20,64.4864502,64.63435829,63.59902421,63.89483475,26080,0.0279088512
2010-04-21,63.22925568,64.11668157,62.48973222,64.11668157,42500,-0.0196880269
