Date,Close,High,Low,Open,Volume,Log_Return
2016-12-22,21.85149384,21.85149384,21.85149384,21.85149384,0,
2016-12-23,21.83763313,21.84629741,21.82030128,21.83763313,600,-0.00063451499
2016-12-27,21.83763313,21.83763313,21.83763313,21.83763313,100,0
2016-12-28,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2016-12-29,21.83763313,21.83763313,21.83763313,21.83763313,100,0
2016-12-30,21.83763313,21.83763313,21.83763313,21.83763313,100,0
2017-01-03,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-04,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-05,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-06,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-09,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-10,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-11,21.83763313,21.83763313,21.83763313,21.83763313,0,0
2017-01-12,22.12360191,22.12360191,22.12360191,22.12360191,1100,0.0130102266
2017-01-13,22.12360191,22.12360191,22.12360191,22.12360191,0,0
2017-01-17,22.12360191,22.12360191,22.12360191,22.12360191,0,0
2017-01-18,22.12360191,22.12360191,22.12360191,22.12360191,0,0
2017-01-19,22.14093208,22.14093208,22.14093208,22.14093208,1100,0.000783027358
2017-01-20,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-23,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-24,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-25,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-26,22.14093208,22.14093208,22.14093208,22.14093208,100,0
2017-01-27,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-30,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-01-31,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-01,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-02,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-03,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-06,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-07,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-08,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-09,22.14093208,22.14093208,22.14093208,22.14093208,0,0
2017-02-10,22.75620079,22.75620079,22.52222575,22.52222575,200,0.0274096446
2017-02-13,22.75620079,22.75620079,22.75620079,22.75620079,0,0
2017-02-14,22.75620079,22.75620079,22.75620079,22.75620079,0,0
2017-02-15,22.75620079,22.75620079,22.75620079,22.75620079,0,0
2017-02-16,22.95550919,22.95550919,22.95550919,22.95550919,800,0.00872028889
2017-02-17,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-02-21,22.95550919,22.95550919,22.95550919,22.95550919,100,0
2017-02-22,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-02-23,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-02-24,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-02-27,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-02-28,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-03-01,22.95550919,22.95550919,22.95550919,22.95550919,0,0
2017-03-02,23.68343163,23.68343163,23.4841203,23.4841203,1700,0.0312177568
2017-03-03,23.71809578,23.71809578,23.71809578,23.71809578,200,0.00146257566
2017-03-06,23.44079018,23.52744777,23.44079018,23.50491769,3900,-0.0117606171
2017-03-07,23.30213737,23.30213737,23.30213737,23.30213737,2000,-0.00593258555
2017-03-08,23.30213737,23.30213737,23.30213737,23.30213737,100,0
2017-03-09,23.30213737,23.30213737,23.30213737,23.30213737,0,0
2017-03-10,23.31947136,23.31947136,23.31947136,23.31947136,700,0.000743603048
2017-03-13,23.33680153,23.33680153,23.33680153,23.33680153,800,0.00074288705
2017-03-14,23.3628006,23.3628006,23.31947262,23.3628006,700,0.0011134601
2017-03-15,23.3628006,23.3628006,23.3628006,23.3628006,0,0
2017-03-16,23.3628006,23.3628006,23.3628006,23.3628006,100,0
2017-03-17,23.3628006,23.3628006,23.3628006,23.3628006,100,0
2017-03-20,23.53871346,23.54477944,23.53611351,23.54477944,1800,0.00750140739
2017-03-21,23.53871346,23.53871346,23.53871346,23.53871346,0,0
2017-03-22,23.53871346,23.53871346,23.53871346,23.53871346,0,0
